YT,AMAV,AMBI,AMCO,AMGO,AMRO,AMWI,BASP,BASW,BCNH,BHCO,BLTE,BOBO,BRBL,BWTE,CAEG,CANG,CCLO,CCSP,COGR,CONI,COYE,DICK,EABL,EAKI,FRGU,GADW,GHOW,GREG,GRSP,GWTE,HESP,HOGR,HOLA,KILL,LESC,LESP,LEYE,MAGO,MALL,MAWR,MODO,NESP,NOHA,NOPI,NSHO,OROR,RBGU,RNDU,RUDU,RWBL,SAVS,SEWR,SORA,SPPI,STGR,SWHA,TRES,UPSA,WEKI,WEME,WILL,WIPH,WISN,YEWA,YHBL,YEAR.x,Transect.x,meanpopr.x,meanbrin.x,meanNC3.x,meanIC3.x,meanNC4.x,meanIC4.x,meanNleg.x,meanIleg.x,meanNForb.x,meanIForb.x,meanNWood.x,meanIWood.x,meanBare.x,meanDead.x,R.x,ld.x,TRT.x,bloop1.x,TSF.x,Season.x,SiteName.x,toposd15_var_2.x,FocalSt_TWI15_2.x,YEAR.y,Transect.y,meanpopr.y,meanbrin.y,meanNC3.y,meanIC3.y,meanNC4.y,meanIC4.y,meanNleg.y,meanIleg.y,meanNForb.y,meanIForb.y,meanNWood.y,meanIWood.y,meanBare.y,meanDead.y,R.y,ld.y,TRT.y,bloop1.y,TSF.y,Season.y,SiteName.y,toposd15_var_2.y,FocalSt_TWI15_2.y,Shape.Area,TransectAlone,pasyr,
RSESEN2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2020,RSESEN,23.25,19.9,6.25,6.6,0.15,0,0.45,1.05,1.5,2.55,0,0,2.65,24.45,1.65,24.225,SLG,RSESEN20201,UNB,SLG,Thin Loamy,1.979417,0.702652,2020,RSESEN,23.25,19.9,6.25,6.6,0.15,0,0.45,1.05,1.5,2.55,0,0,2.65,24.45,1.65,24.225,SLG,RSESEN20201,UNB,SLG,Thin Loamy,1.979417,0.702652,0,RSESEN,RSE2020,
RSESES2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2017,RSESES,56.25,19.75,4.8,0.75,0,0,0.15,0.15,5.85,4.45,3.45,0,1.95,17.85,2.075,14.625,SLG,RSESES20171,UNB,SLG,Thin Loamy,1.643282,0.455703,2017,RSESES,56.25,19.75,4.8,0.75,0,0,0.15,0.15,5.85,4.45,3.45,0,1.95,17.85,2.075,14.625,SLG,RSESES20171,UNB,SLG,Thin Loamy,1.643282,0.455703,0,RSESES,RSE2017,
RSESES2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2018,RSESES,53.55,17.1,0.75,0,1.5,0,0.75,0.15,1.8,0,2.25,0,3,15.75,1.9,22.55,SLG,RSESES20181,UNB,SLG,Thin Loamy,1.643282,0.455703,2018,RSESES,53.55,17.1,0.75,0,1.5,0,0.75,0.15,1.8,0,2.25,0,3,15.75,1.9,22.55,SLG,RSESES20181,UNB,SLG,Thin Loamy,1.643282,0.455703,0,RSESES,RSE2018,
RSESES2019,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,RSESES,48.65,26.35,1.05,0.9,0,0,0.45,4.8,3.75,0.6,1.8,0,1.35,15.9,1.8375,36.6375,SLG,RSESES20191,UNB,SLG,Thin Loamy,1.643282,0.455703,2019,RSESES,48.65,26.35,1.05,0.9,0,0,0.45,4.8,3.75,0.6,1.8,0,1.35,15.9,1.8375,36.6375,SLG,RSESES20191,UNB,SLG,Thin Loamy,1.643282,0.455703,0,RSESES,RSE2019,
RSESES2020,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2020,RSESES,30.6,15.1,3.95,2.8,0,0,0.45,3.55,4.2,2.95,2.85,0,2.85,32.45,1.55,24.3125,SLG,RSESES20201,UNB,SLG,Thin Loamy,1.643282,0.455703,2020,RSESES,30.6,15.1,3.95,2.8,0,0,0.45,3.55,4.2,2.95,2.85,0,2.85,32.45,1.55,24.3125,SLG,RSESES20201,UNB,SLG,Thin Loamy,1.643282,0.455703,0,RSESES,RSE2020,
RSESWE2017,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2017,RSESWE,40.9,33.25,4.85,0.15,0.15,0,1.8,2.4,3.45,0.45,5.35,0,1.95,18.95,2.825,18.625,SLG,RSESWE20171,UNB,SLG,Thin Loamy,1.969756,0.697619,2017,RSESWE,40.9,33.25,4.85,0.15,0.15,0,1.8,2.4,3.45,0.45,5.35,0,1.95,18.95,2.825,18.625,SLG,RSESWE20171,UNB,SLG,Thin Loamy,1.969756,0.697619,78.513486,RSESWE,RSE2017,
RSESWE2018,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,RSESWE,48.5,27.1,4.35,0,0,0,0,0.15,6.15,0.75,1.95,0,2.25,21.95,2.55,38.75,SLG,RSESWE20181,UNB,SLG,Thin Loamy,1.969756,0.697619,2018,RSESWE,48.5,27.1,4.35,0,0,0,0,0.15,6.15,0.75,1.95,0,2.25,21.95,2.55,38.75,SLG,RSESWE20181,UNB,SLG,Thin Loamy,1.969756,0.697619,78.513486,RSESWE,RSE2018,
RSESWE2019,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,RSESWE,49.9,20.6,2.85,2.05,0,0,3,2.4,3,0.45,3.3,0.75,0.75,14.95,2.7125,50.475,SLG,RSESWE20191,UNB,SLG,Thin Loamy,1.969756,0.697619,2019,RSESWE,49.9,20.6,2.85,2.05,0,0,3,2.4,3,0.45,3.3,0.75,0.75,14.95,2.7125,50.475,SLG,RSESWE20191,UNB,SLG,Thin Loamy,1.969756,0.697619,78.513486,RSESWE,RSE2019,
RSESWE2020,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,RSESWE,17.75,9.8,2.65,0,0.3,0,1.35,0.75,1.8,0,2.55,0,2.55,49.1,2.05,33.0375,SLG,RSESWE20201,UNB,SLG,Thin Loamy,1.969756,0.697619,2020,RSESWE,17.75,9.8,2.65,0,0.3,0,1.35,0.75,1.8,0,2.55,0,2.55,49.1,2.05,33.0375,SLG,RSESWE20201,UNB,SLG,Thin Loamy,1.969756,0.697619,78.513486,RSESWE,RSE2020,
RSESWW2017,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2017,RSESWW,51.6,27.65,3.45,0,0.75,0,2.55,3.9,9.4,0.9,2.25,0,2.1,16.65,2.2,12.625,SLG,RSESWW20171,UNB,SLG,Thin Loamy,4.577345,0.193645,2017,RSESWW,51.6,27.65,3.45,0,0.75,0,2.55,3.9,9.4,0.9,2.25,0,2.1,16.65,2.2,12.625,SLG,RSESWW20171,UNB,SLG,Thin Loamy,4.577345,0.193645,0,RSESWW,RSE2017,
RSESWW2018,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,RSESWW,44.85,23.05,1.2,0,0.75,0,4.75,0.3,6.6,0.45,2.1,0.75,2.1,14.85,2.35,31.7,SLG,RSESWW20181,UNB,SLG,Thin Loamy,4.577345,0.193645,2018,RSESWW,44.85,23.05,1.2,0,0.75,0,4.75,0.3,6.6,0.45,2.1,0.75,2.1,14.85,2.35,31.7,SLG,RSESWW20181,UNB,SLG,Thin Loamy,4.577345,0.193645,0,RSESWW,RSE2018,
RSESWW2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,RSESWW,49.2,28.75,2.7,0,0,0,3.45,6.7,5.1,0.3,1.65,0,0.3,11.25,2.6875,57.1375,SLG,RSESWW20191,UNB,SLG,Thin Loamy,4.577345,0.193645,2019,RSESWW,49.2,28.75,2.7,0,0,0,3.45,6.7,5.1,0.3,1.65,0,0.3,11.25,2.6875,57.1375,SLG,RSESWW20191,UNB,SLG,Thin Loamy,4.577345,0.193645,0,RSESWW,RSE2019,
RSESWW2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,RSESWW,27.8,17.7,6.55,0.75,1.2,0,1.8,1.2,5.65,0.15,7.15,0,4.75,50.35,2.225,39.2125,SLG,RSESWW20201,UNB,SLG,Thin Loamy,4.577345,0.193645,2020,RSESWW,27.8,17.7,6.55,0.75,1.2,0,1.8,1.2,5.65,0.15,7.15,0,4.75,50.35,2.225,39.2125,SLG,RSESWW20201,UNB,SLG,Thin Loamy,4.577345,0.193645,0,RSESWW,RSE2020,
WAG10C2018,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,WAG10C,53.85,3.85,6.95,0,0.3,0,1.5,0,25.4,4.45,15.5,0,5.1,12.4,2.9625,13.75,MTRG,WAG10C20181,UNB,WAG,Thin Loamy,6.315809,0.497769,2018,WAG10C,53.85,3.85,6.95,0,0.3,0,1.5,0,25.4,4.45,15.5,0,5.1,12.4,2.9625,13.75,MTRG,WAG10C20181,UNB,WAG,Thin Loamy,6.315809,0.497769,0,WAG10C,WAG2018,WAG3
WAG10C2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,WAG10C,35.08333,7,20.08333,30.5,14.25,1.583333,9.916667,1.583333,25,5.416667,15.91667,0,4.75,22.16667,2.666667,17.66667,MTRG,WAG10C20191,UNB,WAG,Thin Loamy,6.315809,0.497769,2019,WAG10C,35.08333,7,20.08333,30.5,14.25,1.583333,9.916667,1.583333,25,5.416667,15.91667,0,4.75,22.16667,2.666667,17.66667,MTRG,WAG10C20191,UNB,WAG,Thin Loamy,6.315809,0.497769,0,WAG10C,WAG2019,WAG3
WAG10C2020,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2020,WAG10C,31.3,4.25,4.5,1.35,0.45,0,0.45,0,17.15,1.35,14.5,0,2.25,20.45,3.5375,33.85,MTRG,WAG10C20201,UNB,WAG,Thin Loamy,6.315809,0.497769,2020,WAG10C,31.3,4.25,4.5,1.35,0.45,0,0.45,0,17.15,1.35,14.5,0,2.25,20.45,3.5375,33.85,MTRG,WAG10C20201,UNB,WAG,Thin Loamy,6.315809,0.497769,0,WAG10C,WAG2020,WAG3
WAG10E2018,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,WAG10E,67.1,1.05,0.75,0,0,0,8.1,0.15,10.4,3.55,11.15,0,1.8,8.2,3.275,18.125,MTRG,WAG10E20181,UNB,WAG,Thin Loamy,2.300104,1.180866,2018,WAG10E,67.1,1.05,0.75,0,0,0,8.1,0.15,10.4,3.55,11.15,0,1.8,8.2,3.275,18.125,MTRG,WAG10E20181,UNB,WAG,Thin Loamy,2.300104,1.180866,0,WAG10E,WAG2018,WAG3
WAG10E2019,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,WAG10E,66.04762,10.85714,11.61905,14.47619,0.761905,0,8,0,26.28571,5.904762,11.52381,0,3.333333,25.33333,3.095238,26.38095,MTRG,WAG10E20191,UNB,WAG,Thin Loamy,2.300104,1.180866,2019,WAG10E,66.04762,10.85714,11.61905,14.47619,0.761905,0,8,0,26.28571,5.904762,11.52381,0,3.333333,25.33333,3.095238,26.38095,MTRG,WAG10E20191,UNB,WAG,Thin Loamy,2.300104,1.180866,0,WAG10E,WAG2019,WAG3
WAG10E2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,WAG10E,30.85,2.85,8.8,0.15,4.65,0,3,0.6,9.9,0.15,9.2,0,13.7,21.95,2.7625,26.7625,MTRG,WAG10E20201,UNB,WAG,Thin Loamy,2.300104,1.180866,2020,WAG10E,30.85,2.85,8.8,0.15,4.65,0,3,0.6,9.9,0.15,9.2,0,13.7,21.95,2.7625,26.7625,MTRG,WAG10E20201,UNB,WAG,Thin Loamy,2.300104,1.180866,0,WAG10E,WAG2020,WAG3
WAG11C2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,WAG11C,62.7,0.75,6.75,0,1.35,0,3,0,17.6,0.15,5.1,0,4.95,9.45,2.525,19.0625,MTRG,WAG11C20181,UNB,WAG,Thin Loamy,0.612841,0.321145,2018,WAG11C,62.7,0.75,6.75,0,1.35,0,3,0,17.6,0.15,5.1,0,4.95,9.45,2.525,19.0625,MTRG,WAG11C20181,UNB,WAG,Thin Loamy,0.612841,0.321145,211.911203,WAG11C,WAG2018,WAG3
WAG11C2019,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,WAG11C,49.25,5.4,18.1,6.5,7.6,0,8.4,0,27,1.9,23.45,0,1.6,34.7,3.475,31.0875,MTRG,WAG11C20191,UNB,WAG,Thin Loamy,0.612841,0.321145,2019,WAG11C,49.25,5.4,18.1,6.5,7.6,0,8.4,0,27,1.9,23.45,0,1.6,34.7,3.475,31.0875,MTRG,WAG11C20191,UNB,WAG,Thin Loamy,0.612841,0.321145,211.911203,WAG11C,WAG2019,WAG3
WAG11C2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,WAG11C,20.7,1.8,4.95,0.6,0,0,1.35,0.15,14.8,0.15,7.9,0,2.7,32.95,2.3,29.425,MTRG,WAG11C20201,UNB,WAG,Thin Loamy,0.612841,0.321145,2020,WAG11C,20.7,1.8,4.95,0.6,0,0,1.35,0.15,14.8,0.15,7.9,0,2.7,32.95,2.3,29.425,MTRG,WAG11C20201,UNB,WAG,Thin Loamy,0.612841,0.321145,211.911203,WAG11C,WAG2020,WAG3
WAG11E2018,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,WAG11E,30.52381,17.95238,7.714286,0,1.428571,0,16.38095,0,15.14286,1.714286,15.38095,0,1.142857,1.142857,4.190476,15.05952,MTRG,WAG11E20181,UNB,WAG,Thin Loamy,2.498614,1.409414,2018,WAG11E,30.52381,17.95238,7.714286,0,1.428571,0,16.38095,0,15.14286,1.714286,15.38095,0,1.142857,1.142857,4.190476,15.05952,MTRG,WAG11E20181,UNB,WAG,Thin Loamy,2.498614,1.409414,0,WAG11E,WAG2018,WAG3
WAG11E2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,WAG11E,39.85,20.5,22.7,7.6,5.7,0,20.6,0,25.4,2.4,17.7,0,0.8,35.8,3.9,34.5,MTRG,WAG11E20191,UNB,WAG,Thin Loamy,2.498614,1.409414,2019,WAG11E,39.85,20.5,22.7,7.6,5.7,0,20.6,0,25.4,2.4,17.7,0,0.8,35.8,3.9,34.5,MTRG,WAG11E20191,UNB,WAG,Thin Loamy,2.498614,1.409414,0,WAG11E,WAG2019,WAG3
WAG11E2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,WAG11E,29.35,4.65,2.4,0.15,1.9,0,8.25,0,11.3,0.75,9,0,0.3,6.6,2.525,26.3625,MTRG,WAG11E20201,UNB,WAG,Thin Loamy,2.498614,1.409414,2020,WAG11E,29.35,4.65,2.4,0.15,1.9,0,8.25,0,11.3,0.75,9,0,0.3,6.6,2.525,26.3625,MTRG,WAG11E20201,UNB,WAG,Thin Loamy,2.498614,1.409414,0,WAG11E,WAG2020,WAG3
WAG12C2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018,WAG12C,62.05,1.65,1.5,0.75,2.65,0,3.3,0,18.4,1.2,13.65,0,2.55,4.95,4.3625,18.3125,MTRG,WAG12C20181,UNB,WAG,Thin Loamy,1.761157,0.918332,2018,WAG12C,62.05,1.65,1.5,0.75,2.65,0,3.3,0,18.4,1.2,13.65,0,2.55,4.95,4.3625,18.3125,MTRG,WAG12C20181,UNB,WAG,Thin Loamy,1.761157,0.918332,0,WAG12C,WAG2018,WAG3
WAG12C2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,WAG12C,54.6,19.8,10,0,0,4.25,3.8,0,21.6,0,18.8,0,1.6,31.4,4.2,56.95,MTRG,WAG12C20191,UNB,WAG,Thin Loamy,1.761157,0.918332,2019,WAG12C,54.6,19.8,10,0,0,4.25,3.8,0,21.6,0,18.8,0,1.6,31.4,4.2,56.95,MTRG,WAG12C20191,UNB,WAG,Thin Loamy,1.761157,0.918332,0,WAG12C,WAG2019,WAG3
WAG12C2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,WAG12C,31.15,3.3,1.8,0.6,0.3,0,0.6,0,6.85,0.45,10.35,0,1.35,37.45,2.9875,40.25,MTRG,WAG12C20201,UNB,WAG,Thin Loamy,1.761157,0.918332,2020,WAG12C,31.15,3.3,1.8,0.6,0.3,0,0.6,0,6.85,0.45,10.35,0,1.35,37.45,2.9875,40.25,MTRG,WAG12C20201,UNB,WAG,Thin Loamy,1.761157,0.918332,0,WAG12C,WAG2020,WAG3
WAG12E2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,WAG12E,57.31579,4.947368,1.736842,0,3.736842,0,3.157895,0,10.31579,0.315789,12,0,2.842105,5.368421,3.723684,16.51316,MTRG,WAG12E20181,UNB,WAG,Thin Loamy,2.693402,0.910323,2018,WAG12E,57.31579,4.947368,1.736842,0,3.736842,0,3.157895,0,10.31579,0.315789,12,0,2.842105,5.368421,3.723684,16.51316,MTRG,WAG12E20181,UNB,WAG,Thin Loamy,2.693402,0.910323,0,WAG12E,WAG2018,WAG3
WAG12E2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,WAG12E,63.35,10,17.9,5.7,3.8,0,10.3,0,17.3,0,21.3,0,0.8,33.9,3.925,41.3375,MTRG,WAG12E20191,UNB,WAG,Thin Loamy,2.693402,0.910323,2019,WAG12E,63.35,10,17.9,5.7,3.8,0,10.3,0,17.3,0,21.3,0,0.8,33.9,3.925,41.3375,MTRG,WAG12E20191,UNB,WAG,Thin Loamy,2.693402,0.910323,0,WAG12E,WAG2019,WAG3
WAG12E2020,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,WAG12E,38.3,0.45,5.5,0,0,0,0.75,0,5.55,0.15,11.8,0,1.35,15.4,3.7375,36.5625,MTRG,WAG12E20201,UNB,WAG,Thin Loamy,2.693402,0.910323,2020,WAG12E,38.3,0.45,5.5,0,0,0,0.75,0,5.55,0.15,11.8,0,1.35,15.4,3.7375,36.5625,MTRG,WAG12E20201,UNB,WAG,Thin Loamy,2.693402,0.910323,0,WAG12E,WAG2020,WAG3
WAG13C2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,WAG13C,35.25,24.75,4.05,0.3,8.35,0,8.05,0.9,12.65,8.5,13.8,0,7.7,9.4,3.0875,26.8125,MTRG,WAG13C20181,UNB,WAG,Thin Loamy,1.489644,0.98918,2018,WAG13C,35.25,24.75,4.05,0.3,8.35,0,8.05,0.9,12.65,8.5,13.8,0,7.7,9.4,3.0875,26.8125,MTRG,WAG13C20181,UNB,WAG,Thin Loamy,1.489644,0.98918,0,WAG13C,WAG2018,WAG4
WAG13C2019,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,WAG13C,28.1,24.75,28.35,4.6,0,0,16.5,1.9,25.7,11.6,18.3,0,0.8,33.9,6.7375,39.8,MTRG,WAG13C20191,UNB,WAG,Thin Loamy,1.489644,0.98918,2019,WAG13C,28.1,24.75,28.35,4.6,0,0,16.5,1.9,25.7,11.6,18.3,0,0.8,33.9,6.7375,39.8,MTRG,WAG13C20191,UNB,WAG,Thin Loamy,1.489644,0.98918,0,WAG13C,WAG2019,WAG4
WAG13C2020,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,WAG13C,24.75,26.15,2.25,0.9,0.3,0,4.8,0.15,6.25,3.6,11.85,0,0.6,12.75,4.175,64.6875,MTRG,WAG13C20201,UNB,WAG,Thin Loamy,1.489644,0.98918,2020,WAG13C,24.75,26.15,2.25,0.9,0.3,0,4.8,0.15,6.25,3.6,11.85,0,0.6,12.75,4.175,64.6875,MTRG,WAG13C20201,UNB,WAG,Thin Loamy,1.489644,0.98918,0,WAG13C,WAG2020,WAG4
WAG13E2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,WAG13E,28.47619,9.428571,2.333333,1.809524,8.428571,0,15.57143,2.142857,10.38095,1.857143,16.80952,0,4.095238,2.095238,3.904762,15.64286,MTRG,WAG13E20181,UNB,WAG,Thin Loamy,5.165814,0.790977,2018,WAG13E,28.47619,9.428571,2.333333,1.809524,8.428571,0,15.57143,2.142857,10.38095,1.857143,16.80952,0,4.095238,2.095238,3.904762,15.64286,MTRG,WAG13E20181,UNB,WAG,Thin Loamy,5.165814,0.790977,157.203307,WAG13E,WAG2018,WAG4
